folder,file,code,kind,indicator,unit,region,period,year,period_type,value
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,39.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,30.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,32.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,34.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和3年4月末,2021,月末時点,29.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和3年10月末,2021,月末時点,34.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和4年4月末,2022,月末時点,43.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和4年10月末,2022,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和5年4月末,2023,月末時点,47.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和5年10月末,2023,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和6年4月末,2024,月末時点,51.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｊ２）の認定者数,（人）,北塩原村,令和6年10月末,2024,月末時点,39.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成24年4月末,2012,月末時点,46.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成24年10月末,2012,月末時点,46.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成25年4月末,2013,月末時点,46.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成25年10月末,2013,月末時点,37.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成26年4月末,2014,月末時点,43.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成26年10月末,2014,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成27年4月末,2015,月末時点,38.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成27年10月末,2015,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成28年4月末,2016,月末時点,44.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成28年10月末,2016,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成29年4月末,2017,月末時点,32.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成29年10月末,2017,月末時点,34.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成30年4月末,2018,月末時点,44.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成30年10月末,2018,月末時点,43.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,48.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,46.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,47.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和3年4月末,2021,月末時点,47.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和3年10月末,2021,月末時点,54.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和4年4月末,2022,月末時点,55.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和4年10月末,2022,月末時点,58.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和5年4月末,2023,月末時点,60.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和5年10月末,2023,月末時点,66.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和6年4月末,2024,月末時点,70.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ１）の認定者数,（人）,北塩原村,令和6年10月末,2024,月末時点,69.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成24年4月末,2012,月末時点,55.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成24年10月末,2012,月末時点,49.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成25年4月末,2013,月末時点,57.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成25年10月末,2013,月末時点,45.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成26年4月末,2014,月末時点,35.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成26年10月末,2014,月末時点,39.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成27年4月末,2015,月末時点,47.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成27年10月末,2015,月末時点,53.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成28年4月末,2016,月末時点,52.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成28年10月末,2016,月末時点,46.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成29年4月末,2017,月末時点,30.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成29年10月末,2017,月末時点,24.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成30年4月末,2018,月末時点,36.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成30年10月末,2018,月末時点,38.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,44.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,47.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,40.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,45.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和3年4月末,2021,月末時点,40.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和3年10月末,2021,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和4年4月末,2022,月末時点,37.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和4年10月末,2022,月末時点,34.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和5年4月末,2023,月末時点,37.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和5年10月末,2023,月末時点,39.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和6年4月末,2024,月末時点,43.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ａ２）の認定者数,（人）,北塩原村,令和6年10月末,2024,月末時点,43.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成24年4月末,2012,月末時点,13.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成24年10月末,2012,月末時点,21.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成25年4月末,2013,月末時点,27.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成25年10月末,2013,月末時点,24.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成26年4月末,2014,月末時点,21.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成26年10月末,2014,月末時点,27.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成27年4月末,2015,月末時点,30.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成27年10月末,2015,月末時点,26.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成28年4月末,2016,月末時点,24.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成28年10月末,2016,月末時点,26.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成29年4月末,2017,月末時点,21.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成29年10月末,2017,月末時点,12.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成30年4月末,2018,月末時点,15.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成30年10月末,2018,月末時点,17.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,17.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,18.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,13.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,14.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和3年4月末,2021,月末時点,13.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和3年10月末,2021,月末時点,13.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和4年4月末,2022,月末時点,14.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和4年10月末,2022,月末時点,14.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和5年4月末,2023,月末時点,14.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和5年10月末,2023,月末時点,13.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和6年4月末,2024,月末時点,19.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ１）の認定者数,（人）,北塩原村,令和6年10月末,2024,月末時点,20.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成24年4月末,2012,月末時点,22.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成24年10月末,2012,月末時点,26.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成25年4月末,2013,月末時点,30.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成25年10月末,2013,月末時点,31.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成26年4月末,2014,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成26年10月末,2014,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成27年4月末,2015,月末時点,29.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成27年10月末,2015,月末時点,28.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成28年4月末,2016,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成28年10月末,2016,月末時点,33.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成29年4月末,2017,月末時点,25.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成29年10月末,2017,月末時点,23.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成30年4月末,2018,月末時点,30.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成30年10月末,2018,月末時点,28.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,29.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,31.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,25.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,21.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和3年4月末,2021,月末時点,19.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和3年10月末,2021,月末時点,16.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和4年4月末,2022,月末時点,17.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和4年10月末,2022,月末時点,16.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和5年4月末,2023,月末時点,19.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和5年10月末,2023,月末時点,25.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和6年4月末,2024,月末時点,26.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｂ２）の認定者数,（人）,北塩原村,令和6年10月末,2024,月末時点,21.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成24年4月末,2012,月末時点,15.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成24年10月末,2012,月末時点,11.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成25年4月末,2013,月末時点,7.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成25年10月末,2013,月末時点,7.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成26年4月末,2014,月末時点,8.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成26年10月末,2014,月末時点,9.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成27年4月末,2015,月末時点,7.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成27年10月末,2015,月末時点,6.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成28年4月末,2016,月末時点,6.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成28年10月末,2016,月末時点,5.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成29年4月末,2017,月末時点,4.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成29年10月末,2017,月末時点,9.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成30年4月末,2018,月末時点,8.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成30年10月末,2018,月末時点,9.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,平成31年4月末,2019,月末時点,9.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,令和元年10月末,2019,月末時点,7.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,令和2年4月末,2020,月末時点,9.0
要支援要介護認定者数　北塩原,B8_障害高齢者自立度の状況_時系列 (1).xlsx,B8,時系列,障害高齢者自立度（Ｃ１）の認定者数,（人）,北塩原村,令和2年10月末,2020,月末時点,7.0
