② 営業先マスタ ｜ 北海道179市町村・東北6県227市町村・7道県（計413団体）,,,,,,,,,,,,,,
No,都道府県,自治体名,区分,地域,区域施策編 策定義務,現行 環境基本計画 名称,計画期間 開始年度,計画期間 終期年度,R9年度満了 判定,確認状況,出典・確認先,接触優先度 （仮置き）,次アクション,備考
233,岩手県,紫波町,町,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
234,岩手県,矢巾町,町,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
235,岩手県,花巻市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
236,岩手県,北上市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
237,岩手県,遠野市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
238,岩手県,一関市,市,県南,努力義務,一関市環境基本計画,平成29年度(2017),令和8年度(2026),◇今年度が改定年度（R8満了）,確認済,一関市 生活環境課 環境基本計画。計画期間は平成29年度から令和8年度。なお市の地球温暖化対策地域推進計画は令和5年度～令和12年度,最優先（今年度満了）,令和8年度末で満了＝次期計画は令和9年度開始。改定業務は今年度に実施されるため、既発注か自前策定かを直ちに確認する。発注済みなら範囲外の支援に絞る,
239,岩手県,奥州市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
240,岩手県,西和賀町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
241,岩手県,金ケ崎町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
242,岩手県,平泉町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
243,岩手県,住田町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
244,岩手県,宮古市,市,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
245,岩手県,大船渡市,市,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
246,岩手県,陸前高田市,市,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
247,岩手県,釜石市,市,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
248,岩手県,大槌町,町,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
249,岩手県,山田町,町,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
250,岩手県,岩泉町,町,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
251,岩手県,田野畑村,村,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
252,岩手県,普代村,村,沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
253,岩手県,久慈市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
254,岩手県,二戸市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
255,岩手県,軽米町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
256,岩手県,野田村,村,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
257,岩手県,九戸村,村,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
258,岩手県,洋野町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
259,岩手県,一戸町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
260,宮城県,仙台市,市,仙台圏,義務,杜の都環境プラン（仙台市環境基本計画）,令和3年度(2021),令和12年度(2030),非該当,確認済,仙台市サイト／宮城県掲載の中間案概要版（令和3年度～令和12年度）,優先（義務団体）,終期の前年度に予算が立つため、接触時期をカレンダーに置く,
261,宮城県,名取市,市,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
262,宮城県,多賀城市,市,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
263,宮城県,岩沼市,市,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
264,宮城県,富谷市,市,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
265,宮城県,松島町,町,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
266,宮城県,七ヶ浜町,町,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
267,宮城県,利府町,町,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
268,宮城県,大和町,町,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
269,宮城県,大郷町,町,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
270,宮城県,大衡村,村,仙台圏,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
271,宮城県,白石市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
272,宮城県,角田市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
273,宮城県,蔵王町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
274,宮城県,七ヶ宿町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
275,宮城県,大河原町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
276,宮城県,村田町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
277,宮城県,柴田町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
278,宮城県,川崎町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
279,宮城県,丸森町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
280,宮城県,亘理町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
281,宮城県,山元町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
282,宮城県,石巻市,市,県北・沿岸,努力義務,石巻市環境基本計画（第2次）,令和8年度(2026),令和17年度(2035),非該当（令和8年3月策定）,確認済,石巻市 環境基本計画（案）令和8年。令和8年度から10年間、目標年度は令和17年度,低（策定直後）,策定直後のため新規受託は難しい。進捗管理・アンケート二次分析など周辺支援の余地を確認する,
283,宮城県,塩竈市,市,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
284,宮城県,気仙沼市,市,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
285,宮城県,登米市,市,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
286,宮城県,栗原市,市,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
287,宮城県,東松島市,市,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
288,宮城県,大崎市,市,県北・沿岸,努力義務,第2次大崎市環境基本計画,令和2年度(2020),,要確認,一部確認（策定年のみ）,大崎市 第2次環境基本計画（令和2年3月策定・10年後を見据えた計画）。アクションプランも別途あり。終期はPDF確認が必要,中（終期要確認）,計画PDFで終期を確認する。10年計画なら令和11年度満了,
289,宮城県,色麻町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
290,宮城県,加美町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
291,宮城県,涌谷町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
292,宮城県,美里町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
293,宮城県,女川町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
294,宮城県,南三陸町,町,県北・沿岸,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
295,秋田県,秋田市,市,県央,義務,秋田市環境基本計画（第3次）,平成30年度(2018),令和9年度(2027),★該当,確認済,秋田市 年次報告書PDF。平成30年度～令和9年度の10年間,最優先（R9満了）,令和9年度当初予算への計上を狙い、令和8年度の予算要求期（夏～秋）に接触する。改定必要度診断と概算見積を先に渡す,
296,秋田県,男鹿市,市,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
297,秋田県,潟上市,市,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
298,秋田県,五城目町,町,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
299,秋田県,八郎潟町,町,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
300,秋田県,井川町,町,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
301,秋田県,大潟村,村,県央,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
302,秋田県,能代市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
303,秋田県,大館市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
304,秋田県,鹿角市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
305,秋田県,北秋田市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
306,秋田県,小坂町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
307,秋田県,上小阿仁村,村,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
308,秋田県,藤里町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
309,秋田県,三種町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
310,秋田県,八峰町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
311,秋田県,横手市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
312,秋田県,湯沢市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
313,秋田県,由利本荘市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
314,秋田県,大仙市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
315,秋田県,にかほ市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
316,秋田県,仙北市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
317,秋田県,美郷町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
318,秋田県,羽後町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
319,秋田県,東成瀬村,村,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
320,山形県,山形市,市,村山,義務,第4次山形市環境基本計画,令和3年度(2021)＝推定,令和12年度(2030),非該当,推定,山形市 第4次環境基本計画ページ。終期は令和12年度。開始年度は10年計画からの推定,優先（義務団体）,終期の前年度に予算が立つため、接触時期をカレンダーに置く,
321,山形県,寒河江市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
322,山形県,上山市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
323,山形県,村山市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
324,山形県,天童市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
325,山形県,東根市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
326,山形県,尾花沢市,市,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
327,山形県,山辺町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
328,山形県,中山町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
329,山形県,河北町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
330,山形県,西川町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
331,山形県,朝日町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
332,山形県,大江町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
333,山形県,大石田町,町,村山,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
334,山形県,米沢市,市,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
335,山形県,長井市,市,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
336,山形県,南陽市,市,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
337,山形県,高畠町,町,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
338,山形県,川西町,町,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
339,山形県,小国町,町,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
340,山形県,白鷹町,町,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
341,山形県,飯豊町,町,置賜,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
342,山形県,鶴岡市,市,庄内,努力義務,第2次鶴岡市環境基本計画,,,要確認,一部確認（計画掲載確認）,鶴岡市 第2次環境基本計画の掲載を確認。計画期間はHTML上で読めず、PDF確認が必要,中（終期要確認）,計画PDFで計画期間を確認する,
343,山形県,酒田市,市,庄内,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
344,山形県,三川町,町,庄内,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
345,山形県,庄内町,町,庄内,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
346,山形県,遊佐町,町,庄内,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
347,山形県,新庄市,市,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
348,山形県,金山町,町,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
349,山形県,最上町,町,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
350,山形県,舟形町,町,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
351,山形県,真室川町,町,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
352,山形県,大蔵村,村,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
353,山形県,鮭川村,村,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
354,山形県,戸沢村,村,最上,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
355,福島県,福島市,市,県北,義務,第3次福島市環境基本計画,令和3年度(2021),令和7年度(2025),満了済（第4次の期間を要確認）,確認済,福島市公式サイト 環境基本計画（令和3年2月策定）。計画期間は令和3年度～令和7年度の5年間。5年周期のため次の満了も早く来る,優先（義務団体・満了済）,令和7年度末で満了済。第4次の策定状況を早急に確認する。策定済みなら次期（令和12年度頃）に向けた関係構築、未策定なら補正・当初での策定提案,
356,福島県,二本松市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
357,福島県,伊達市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
358,福島県,本宮市,市,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
359,福島県,桑折町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
360,福島県,国見町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
361,福島県,川俣町,町,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
362,福島県,大玉村,村,県北,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
363,福島県,郡山市,市,県中,義務,郡山市第四次環境基本計画,令和4年度(2022),令和7年度(2025),満了済（第五次の期間を要確認）,確認済,郡山市 第四次環境基本計画ページ（令和4年3月策定・4年間）。令和7年度末で満了済のため第五次の状況を要確認,優先（義務団体）,次期計画の策定状況と計画期間を確認する。策定中なら部分支援の余地を見る,
364,福島県,須賀川市,市,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
365,福島県,田村市,市,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
366,福島県,鏡石町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
367,福島県,天栄村,村,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
368,福島県,石川町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
369,福島県,玉川村,村,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
370,福島県,平田村,村,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
371,福島県,浅川町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
372,福島県,古殿町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
373,福島県,三春町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
374,福島県,小野町,町,県中,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
375,福島県,白河市,市,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
376,福島県,西郷村,村,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
377,福島県,泉崎村,村,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
378,福島県,中島村,村,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
379,福島県,矢吹町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
380,福島県,棚倉町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
